"","variance","skewness","curtosis","entropy","class"
"464",-1.9458,11.2217,1.9079,-3.4405,"authentic"
"465",5.7403,-0.44284,0.38015,1.3763,"authentic"
"466",-2.6989,12.1984,0.67661,-8.5482,"authentic"
"467",1.1472,3.5985,1.9387,-0.43406,"authentic"
"468",2.9742,8.96,-2.9024,-1.0379,"authentic"
"469",4.5707,7.2094,-3.2794,-1.4944,"authentic"
"470",0.1848,6.5079,2.0133,-0.87242,"authentic"
"471",0.87256,9.2931,-0.7843,-2.1978,"authentic"
"472",0.39559,6.8866,1.0588,-0.67587,"authentic"
"473",3.8384,6.1851,-2.0439,-0.033204,"authentic"
"474",2.8209,7.3108,-0.81857,-1.8784,"authentic"
"475",2.5817,9.7546,-3.1749,-2.9957,"authentic"
"476",3.8213,0.23175,2.0133,2.0564,"authentic"
"477",0.3798,0.7098,0.7572,-0.4444,"authentic"
"478",3.4893,6.69,-1.2042,-0.38751,"authentic"
"479",-1.7781,0.8546,7.1303,0.027572,"authentic"
"480",2.0962,2.4769,1.9379,-0.040962,"authentic"
"481",0.94732,-0.57113,7.1903,-0.67587,"authentic"
"482",2.8261,9.4007,-3.3034,-1.0509,"authentic"
"483",0.0071249,8.3661,0.50781,-3.8155,"authentic"
"484",0.96788,7.1907,1.2798,-2.4565,"authentic"
"485",4.7432,2.1086,0.1368,1.6543,"authentic"
"486",3.6575,7.2797,-2.2692,-1.144,"authentic"
"487",3.8832,6.4023,-2.432,-0.98363,"authentic"
"488",3.4776,8.811,-3.1886,-0.92285,"authentic"
"489",1.1315,7.9212,1.093,-2.8444,"authentic"
"490",2.8237,2.8597,0.19678,0.57196,"authentic"
"491",1.9321,6.0423,0.26019,-2.053,"authentic"
"492",3.0632,-3.3315,5.1305,0.8267,"authentic"
"493",-1.8411,10.8306,2.769,-3.0901,"authentic"
"494",2.8084,11.3045,-3.3394,-4.4194,"authentic"
"495",2.5698,-4.4076,5.9856,0.078002,"authentic"
"496",-0.12624,10.3216,-3.7121,-6.1185,"authentic"
"497",3.3756,-4.0951,4.367,1.0698,"authentic"
"498",-0.048008,-1.6037,8.4756,0.75558,"authentic"
"499",0.5706,-0.0248,1.2421,-0.5621,"authentic"
"500",0.88444,6.5906,0.55837,-0.44182,"authentic"
"501",3.8644,3.7061,0.70403,0.35214,"authentic"
"502",1.2999,2.5762,2.0107,-0.18967,"authentic"
"503",2.0051,-6.8638,8.132,-0.2401,"authentic"
"504",4.9294,0.27727,0.20792,0.33662,"authentic"
"505",2.8297,6.3485,-0.73546,-0.58665,"authentic"
"506",2.565,8.633,-2.9941,-1.3082,"authentic"
"507",2.093,8.3061,0.022844,-3.2724,"authentic"
"508",4.6014,5.6264,-2.1235,0.19309,"authentic"
"509",5.0617,-0.35799,0.44698,0.99868,"authentic"
"510",-0.2951,9.0489,-0.52725,-2.0789,"authentic"
"511",3.577,2.4004,1.8908,0.73231,"authentic"
"512",3.9433,2.5017,1.5215,0.903,"authentic"
"513",2.6648,10.754,-3.3994,-4.1685,"authentic"
"514",5.9374,6.1664,-2.5905,-0.36553,"authentic"
"515",2.0153,1.8479,3.1375,0.42843,"authentic"
"516",5.8782,5.9409,-2.8544,-0.60863,"authentic"
"517",-2.3983,12.606,2.9464,-5.7888,"authentic"
"518",1.762,4.3682,2.1384,0.75429,"authentic"
"519",4.2406,-2.4852,1.608,0.7155,"authentic"
"520",3.4669,6.87,-1.0568,-0.73147,"authentic"
"521",3.1896,5.7526,-0.18537,-0.30087,"authentic"
"522",0.81356,9.1566,-2.1492,-4.1814,"authentic"
"523",0.52855,0.96427,4.0243,-1.0483,"authentic"
"524",2.1319,-2.0403,2.5574,-0.061652,"authentic"
"525",0.33111,4.5731,2.057,-0.18967,"authentic"
"526",1.2746,8.8172,-1.5323,-1.7957,"authentic"
"527",2.2091,7.4556,-1.3284,-3.3021,"authentic"
"528",2.5328,7.528,-0.41929,-2.6478,"authentic"
"529",3.6244,1.4609,1.3501,1.9284,"authentic"
"530",-1.3885,12.5026,0.69118,-7.5487,"authentic"
"531",5.7227,5.8312,-2.4097,-0.24527,"authentic"
"532",3.3583,10.3567,-3.7301,-3.6991,"authentic"
"533",2.5227,2.2369,2.7236,0.79438,"authentic"
"534",0.045304,6.7334,1.0708,-0.9332,"authentic"
"535",4.8278,7.7598,-2.4491,-1.2216,"authentic"
"536",1.9476,-4.7738,8.527,-1.8668,"authentic"
"537",2.7659,0.66216,4.1494,-0.28406,"authentic"
"538",-0.10648,-0.76771,7.7575,0.64179,"authentic"
"539",0.72252,-0.053811,5.6703,-1.3509,"authentic"
"540",4.2475,1.4816,-0.48355,0.95343,"authentic"
"541",3.9772,0.33521,2.2566,2.1625,"authentic"
"542",3.6667,4.302,0.55923,0.33791,"authentic"
"543",2.8232,10.8513,-3.1466,-3.9784,"authentic"
"544",-1.4217,11.6542,-0.057699,-7.1025,"authentic"
"545",4.2458,1.1981,0.66633,0.94696,"authentic"
"546",4.1038,-4.8069,3.3491,-0.49225,"authentic"
"547",1.4507,8.7903,-2.2324,-0.65259,"authentic"
"548",3.4647,-3.9172,3.9746,0.36119,"authentic"
"549",1.8533,6.1458,1.0176,-2.0401,"authentic"
"550",3.5288,0.71596,1.9507,1.9375,"authentic"
"551",3.9719,1.0367,0.75973,1.0013,"authentic"
"552",3.534,9.3614,-3.6316,-1.2461,"authentic"
"553",3.6894,9.887,-4.0788,-4.3664,"authentic"
"554",3.0672,-4.4117,3.8238,-0.81682,"authentic"
"555",2.6463,-4.8152,6.3549,0.003003,"authentic"
"556",2.2893,3.733,0.6312,-0.39786,"authentic"
"557",1.5673,7.9274,-0.056842,-2.1694,"authentic"
"558",4.0405,0.51524,1.0279,1.106,"authentic"
"559",4.3846,-4.8794,3.3662,-0.029324,"authentic"
"560",2.0165,-0.25246,5.1707,1.0763,"authentic"
"561",4.0446,11.1741,-4.3582,-4.7401,"authentic"
"562",-0.33729,-0.64976,7.6659,0.72326,"authentic"
"563",-2.4604,12.7302,0.91738,-7.6418,"authentic"
"564",4.1195,10.9258,-3.8929,-4.1802,"authentic"
"565",2.0193,0.82356,4.6369,1.4202,"authentic"
"566",1.5701,7.9129,0.29018,-2.1953,"authentic"
"567",2.6415,7.586,-0.28562,-1.6677,"authentic"
"568",5.0214,8.0764,-3.0515,-1.7155,"authentic"
"569",4.3435,3.3295,0.83598,0.64955,"authentic"
"570",1.8238,-6.7748,8.3873,-0.54139,"authentic"
"571",3.9382,0.9291,0.78543,0.6767,"authentic"
"572",2.2517,-5.1422,4.2916,-1.2487,"authentic"
"573",5.504,10.3671,-4.413,-4.0211,"authentic"
"574",2.8521,9.171,-3.6461,-1.2047,"authentic"
"575",1.1676,9.1566,-2.0867,-0.80647,"authentic"
"576",2.6104,8.0081,-0.23592,-1.7608,"authentic"
"577",0.32444,10.067,-1.1982,-4.1284,"authentic"
"578",3.8962,-4.7904,3.3954,-0.53751,"authentic"
"579",2.1752,-0.8091,5.1022,-0.67975,"authentic"
"580",1.1588,8.9331,-2.0807,-1.1272,"authentic"
"581",4.7072,8.2957,-2.5605,-1.4905,"authentic"
"582",-1.9667,11.8052,-0.40472,-7.8719,"authentic"
"583",4.0552,0.40143,1.4563,0.65343,"authentic"
"584",2.3678,-6.839,8.4207,-0.44829,"authentic"
"585",0.33565,6.8369,0.69718,-0.55691,"authentic"
"586",4.3398,-5.3036,3.8803,-0.70432,"authentic"
"587",1.5456,8.5482,0.4187,-2.1784,"authentic"
"588",1.4276,8.3847,-2.0995,-1.9677,"authentic"
"589",-0.27802,8.1881,-3.1338,-2.5276,"authentic"
"590",0.93611,8.6413,-1.6351,-1.3043,"authentic"
"591",4.6352,-3.0087,2.6773,1.212,"authentic"
"592",1.5268,-5.5871,8.6564,-1.722,"authentic"
"593",0.95626,2.4728,4.4578,0.21636,"authentic"
"594",-2.7914,1.7734,6.7756,-0.39915,"authentic"
"595",5.2032,3.5116,-1.2538,1.0129,"authentic"
"596",3.1836,7.2321,-1.0713,-2.5909,"authentic"
"597",0.65497,5.1815,1.0673,-0.42113,"authentic"
"598",5.6084,10.3009,-4.8003,-4.3534,"authentic"
"599",1.105,7.4432,0.41099,-3.0332,"authentic"
"600",3.9292,-2.9156,2.2129,0.30817,"authentic"
"601",1.1558,6.4003,1.5506,0.6961,"authentic"
"602",2.5581,2.6218,1.8513,0.40257,"authentic"
"603",2.7831,10.9796,-3.557,-4.4039,"authentic"
"604",3.7635,2.7811,0.66119,0.34179,"authentic"
"605",-2.6479,10.1374,-1.331,-5.4707,"authentic"
"606",1.0652,8.3682,-1.4004,-1.6509,"authentic"
"607",-1.4275,11.8797,0.41613,-6.9978,"authentic"
"608",5.7456,10.1808,-4.7857,-4.3366,"authentic"
"609",5.086,3.2798,-1.2701,1.1189,"authentic"
"610",3.4092,5.4049,-2.5228,-0.89958,"authentic"
"611",-0.2361,9.3221,2.1307,-4.3793,"authentic"
"612",3.8197,8.9951,-4.383,-4.0327,"authentic"
"613",-1.1391,1.8127,6.9144,0.70127,"authentic"
"614",4.9249,0.68906,0.77344,1.2095,"authentic"
"615",2.5089,6.841,-0.029423,0.44912,"authentic"
"616",-0.2062,9.2207,-3.7044,-6.8103,"authentic"
"617",3.946,6.8514,-1.5443,-0.5582,"authentic"
"618",-0.278,8.1881,-3.1338,-2.5276,"authentic"
"619",1.8592,3.2074,-0.15966,-0.26208,"authentic"
"620",0.56953,7.6294,1.5754,-3.2233,"authentic"
"621",3.4626,-4.449,3.5427,0.15429,"authentic"
"622",3.3951,1.1484,2.1401,2.0862,"authentic"
"623",5.0429,-0.52974,0.50439,1.106,"authentic"
"624",3.7758,7.1783,-1.5195,0.40128,"authentic"
"625",4.6562,7.6398,-2.4243,-1.2384,"authentic"
"626",4.0948,-2.9674,2.3689,0.75429,"authentic"
"627",1.8384,6.063,0.54723,0.51248,"authentic"
"628",2.0153,0.43661,4.5864,-0.3151,"authentic"
"629",3.5251,0.7201,1.6928,0.64438,"authentic"
"630",3.757,-5.4236,3.8255,-1.2526,"authentic"
"631",2.5989,3.5178,0.7623,0.81119,"authentic"
"632",1.8994,0.97462,4.2265,0.81377,"authentic"
"633",3.6941,-3.9482,4.2625,1.1577,"authentic"
"634",4.4295,-2.3507,1.7048,0.90946,"authentic"
"635",6.8248,5.2187,-2.5425,0.5461,"authentic"
"636",1.8967,-2.5163,2.8093,-0.79742,"authentic"
"637",2.1526,-6.1665,8.0831,-0.34355,"authentic"
"638",3.3004,7.0811,-1.3258,0.22283,"authentic"
"639",2.7213,7.05,-0.58808,0.41809,"authentic"
"640",3.8846,-3.0336,2.5334,0.20214,"authentic"
"641",4.1665,-0.4449,0.23448,0.27843,"authentic"
"642",0.94225,5.8561,1.8762,-0.32544,"authentic"
"643",5.1321,-0.031048,0.32616,1.1151,"authentic"
"644",0.38251,6.8121,1.8128,-0.61251,"authentic"
"645",3.0333,-2.5928,2.3183,0.303,"authentic"
"646",2.9233,6.0464,-0.11168,-0.58665,"authentic"
"647",1.162,10.2926,-1.2821,-4.0392,"authentic"
"648",3.7791,2.5762,1.3098,0.5655,"authentic"
"649",0.77765,5.9781,1.1941,-0.3526,"authentic"
"650",-0.38388,-1.0471,8.0514,0.49567,"authentic"
"651",0.21084,9.4359,-0.094543,-1.859,"authentic"
"652",2.9571,-4.5938,5.9068,0.57196,"authentic"
"653",4.6439,-3.3729,2.5976,0.55257,"authentic"
"654",3.3577,-4.3062,6.0241,0.18274,"authentic"
"655",3.5127,2.9073,1.0579,0.40774,"authentic"
"656",2.6562,10.7044,-3.3085,-4.0767,"authentic"
"657",-1.3612,10.694,1.7022,-2.9026,"authentic"
"658",-0.278,8.1881,-3.1338,-2.5276,"authentic"
"659",1.04,-6.9321,8.2888,-1.2991,"authentic"
"660",2.1881,2.7356,1.3278,-0.1832,"authentic"
"661",4.2756,-2.6528,2.1375,0.94437,"authentic"
"662",-0.11996,6.8741,0.91995,-0.6694,"authentic"
"663",2.9736,8.7944,-3.6359,-1.3754,"authentic"
"664",3.7798,-3.3109,2.6491,0.066365,"authentic"
"665",5.3586,3.7557,-1.7345,1.0789,"authentic"
"666",1.8373,6.1292,0.84027,0.55257,"authentic"
"667",1.2262,0.89599,5.7568,-0.11596,"authentic"
"668",-0.048008,-0.56078,7.7215,0.453,"authentic"
"669",0.5706,-0.024841,1.2421,-0.56208,"authentic"
"670",4.3634,0.46351,1.4281,2.0202,"authentic"
"671",3.482,-4.1634,3.5008,-0.078462,"authentic"
"672",0.51947,-3.2633,3.0895,-0.98492,"authentic"
"673",2.3164,-2.628,3.1529,-0.08622,"authentic"
"674",-1.8348,11.0334,3.1863,-4.8888,"authentic"
"675",1.3754,8.8793,-1.9136,-0.53751,"authentic"
"676",-0.16682,5.8974,0.49839,-0.70044,"authentic"
"677",0.29961,7.1328,-0.31475,-1.1828,"authentic"
"678",0.25035,9.3262,-3.6873,-6.2543,"authentic"
"679",2.4673,1.3926,1.7125,0.41421,"authentic"
"680",0.77805,6.6424,-1.1425,-1.0573,"authentic"
"681",3.4465,2.9508,1.0271,0.5461,"authentic"
"682",2.2429,-4.1427,5.2333,-0.40173,"authentic"
"683",3.7321,-3.884,3.3577,-0.0060486,"authentic"
"684",4.3365,-3.584,3.6884,0.74912,"authentic"
"685",-2.0759,10.8223,2.6439,-4.837,"authentic"
"686",4.0715,7.6398,-2.0824,-1.1698,"authentic"
"687",0.76163,5.8209,1.1959,-0.64613,"authentic"
"688",-0.53966,7.3273,0.46583,-1.4543,"authentic"
"689",2.6213,5.7919,0.065686,-1.5759,"authentic"
"690",3.0242,-3.3378,2.5865,-0.54785,"authentic"
"691",5.8519,5.3905,-2.4037,-0.061652,"authentic"
"692",0.5706,-0.0248,1.2421,-0.5621,"authentic"
"693",3.9771,11.1513,-3.9272,-4.3444,"authentic"
"694",1.5478,9.1814,-1.6326,-1.7375,"authentic"
"695",0.74054,0.36625,2.1992,0.48403,"authentic"
"696",0.49571,10.2243,-1.097,-4.0159,"authentic"
"697",1.645,7.8612,-0.87598,-3.5569,"authentic"
"698",3.6077,6.8576,-1.1622,0.28231,"authentic"
"699",3.2403,-3.7082,5.2804,0.41291,"authentic"
"700",3.9166,10.2491,-4.0926,-4.4659,"authentic"
"701",3.9262,6.0299,-2.0156,-0.065531,"authentic"
"702",5.591,10.4643,-4.3839,-4.3379,"authentic"
"703",3.7522,-3.6978,3.9943,1.3051,"authentic"
"704",1.3114,4.5462,2.2935,0.22541,"authentic"
"705",3.7022,6.9942,-1.8511,-0.12889,"authentic"
"706",4.364,-3.1039,2.3757,0.78532,"authentic"
"707",3.5829,1.4423,1.0219,1.4008,"authentic"
"708",4.65,-4.8297,3.4553,-0.25174,"authentic"
"709",5.1731,3.9606,-1.983,0.40774,"authentic"
"710",3.2692,3.4184,0.20706,-0.066824,"authentic"
"711",2.4012,1.6223,3.0312,0.71679,"authentic"
"712",1.7257,-4.4697,8.2219,-1.8073,"authentic"
"713",4.7965,6.9859,-1.9967,-0.35001,"authentic"
"714",4.0962,10.1891,-3.9323,-4.1827,"authentic"
"715",2.5559,3.3605,2.0321,0.26809,"authentic"
"716",3.4916,8.5709,-3.0326,-0.59182,"authentic"
"717",0.5195,-3.2633,3.0895,-0.9849,"authentic"
"718",2.9856,7.2673,-0.409,-2.2431,"authentic"
"719",4.0932,5.4132,-1.8219,0.23576,"authentic"
"720",1.7748,-0.76978,5.5854,1.3039,"authentic"
"721",5.2012,0.32694,0.17965,1.1797,"authentic"
"722",-0.45062,-1.3678,7.0858,-0.40303,"authentic"
"723",4.8451,8.1116,-2.9512,-1.4724,"authentic"
"724",0.74841,7.2756,1.1504,-0.5388,"authentic"
"725",5.1213,8.5565,-3.3917,-1.5474,"authentic"
"726",3.6181,-3.7454,2.8273,-0.71208,"authentic"
"727",0.040498,8.5234,1.4461,-3.9306,"authentic"
"728",-2.6479,10.1374,-1.331,-5.4707,"authentic"
"729",0.37984,0.70975,0.75716,-0.44441,"authentic"
"730",-0.95923,0.091039,6.2204,-1.4828,"authentic"
"731",2.8672,10.0008,-3.2049,-3.1095,"authentic"
"732",1.0182,9.109,-0.62064,-1.7129,"authentic"
"733",-2.7143,11.4535,2.1092,-3.9629,"authentic"
"734",3.8244,-3.1081,2.4537,0.52024,"authentic"
"735",2.7961,2.121,1.8385,0.38317,"authentic"
"736",3.5358,6.7086,-0.81857,0.47886,"authentic"
"737",-0.7056,8.7241,2.2215,-4.5965,"authentic"
"738",4.1542,7.2756,-2.4766,-1.2099,"authentic"
"739",0.92703,9.4318,-0.66263,-1.6728,"authentic"
"740",1.8216,-6.4748,8.0514,-0.41855,"authentic"
"741",-2.4473,12.6247,0.73573,-7.6612,"authentic"
"742",3.5862,-3.0957,2.8093,0.24481,"authentic"
"743",0.66191,9.6594,-0.28819,-1.6638,"authentic"
"744",4.7926,1.7071,-0.051701,1.4926,"authentic"
"745",4.9852,8.3516,-2.5425,-1.2823,"authentic"
"746",0.75736,3.0294,2.9164,-0.068117,"authentic"
"747",4.6499,7.6336,-1.9427,-0.37458,"authentic"
"748",-0.023579,7.1742,0.78457,-0.75734,"authentic"
"749",0.85574,0.0082678,6.6042,-0.53104,"authentic"
"750",0.88298,0.66009,6.0096,-0.43277,"authentic"
"751",4.0422,-4.391,4.7466,1.137,"authentic"
"752",2.2546,8.0992,-0.24877,-3.2698,"authentic"
"753",0.38478,6.5989,-0.3336,-0.56466,"authentic"
"754",3.1541,-5.1711,6.5991,0.57455,"authentic"
"755",2.3969,0.23589,4.8477,1.437,"authentic"
"756",4.7114,2.0755,-0.2702,1.2379,"authentic"
"757",4.0127,10.1477,-3.9366,-4.0728,"authentic"
"758",2.6606,3.1681,1.9619,0.18662,"authentic"
"759",3.931,1.8541,-0.023425,1.2314,"authentic"
"760",0.01727,8.693,1.3989,-3.9668,"authentic"
"761",3.2414,0.40971,1.4015,1.1952,"authentic"
"762",2.2504,3.5757,0.35273,0.2836,"authentic"
"763",-1.3971,3.3191,-1.3927,-1.9948,"duplicate"
"764",0.39012,-0.14279,-0.031994,0.35084,"duplicate"
"765",-1.6677,-7.1535,7.8929,0.96765,"duplicate"
"766",-3.8483,-12.8047,15.6824,-1.281,"duplicate"
"767",-3.5681,-8.213,10.083,0.96765,"duplicate"
"768",-2.2804,-0.30626,1.3347,1.3763,"duplicate"
"769",-1.7582,2.7397,-2.5323,-2.234,"duplicate"
"770",-0.89409,3.1991,-1.8219,-2.9452,"duplicate"
"771",0.3434,0.12415,-0.28733,0.14654,"duplicate"
"772",-0.9854,-6.661,5.8245,0.5461,"duplicate"
"773",-2.4115,-9.1359,9.3444,-0.65259,"duplicate"
"774",-1.5252,-6.2534,5.3524,0.59912,"duplicate"
"775",-0.61442,-0.091058,-0.31818,0.50214,"duplicate"
"776",-0.36506,2.8928,-3.6461,-3.0603,"duplicate"
"777",-5.9034,6.5679,0.67661,-6.6797,"duplicate"
"778",-1.8215,2.7521,-0.72261,-2.353,"duplicate"
"779",-0.77461,-1.8768,2.4023,1.1319,"duplicate"
"780",-1.8187,-9.0366,9.0162,-0.12243,"duplicate"
"781",-3.5801,-12.9309,13.1779,-2.5677,"duplicate"
"782",-1.8219,-6.8824,5.4681,0.057313,"duplicate"
"783",-0.3481,-0.38696,-0.47841,0.62627,"duplicate"
"784",0.47368,3.3605,-4.5064,-4.0431,"duplicate"
"785",-3.4083,4.8587,-0.76888,-4.8668,"duplicate"
"786",-1.6662,-0.30005,1.4238,0.024986,"duplicate"
"787",-2.0962,-7.1059,6.6188,-0.33708,"duplicate"
"788",-2.6685,-10.4519,9.1139,-1.7323,"duplicate"
"789",-0.47465,-4.3496,1.9901,0.7517,"duplicate"
"790",1.0552,1.1857,-2.6411,0.11033,"duplicate"
"791",1.1644,3.8095,-4.9408,-4.0909,"duplicate"
"792",-4.4779,7.3708,-0.31218,-6.7754,"duplicate"
"793",-2.7338,0.45523,2.4391,0.21766,"duplicate"
"794",-2.286,-5.4484,5.8039,0.88231,"duplicate"
"795",-1.6244,-6.3444,4.6575,0.16981,"duplicate"
"796",0.50813,0.47799,-1.9804,0.57714,"duplicate"
"797",1.6408,4.2503,-4.9023,-2.6621,"duplicate"
"798",0.81583,4.84,-5.2613,-6.0823,"duplicate"
"799",-5.4901,9.1048,-0.38758,-5.9763,"duplicate"
"800",-3.2238,2.7935,0.32274,-0.86078,"duplicate"
"801",-2.0631,-1.5147,1.219,0.44524,"duplicate"
"802",-0.91318,-2.0113,-0.19565,0.066365,"duplicate"
"803",0.6005,1.9327,-3.2888,-0.32415,"duplicate"
"804",0.91315,3.3377,-4.0557,-1.6741,"duplicate"
"805",-0.28015,3.0729,-3.3857,-2.9155,"duplicate"
"806",-3.6085,3.3253,-0.51954,-3.5737,"duplicate"
"807",-6.2003,8.6806,0.0091344,-3.703,"duplicate"
"808",-4.2932,3.3419,0.77258,-0.99785,"duplicate"
"809",-3.0265,-0.062088,0.68604,-0.055186,"duplicate"
"810",-1.7015,-0.010356,-0.99337,-0.53104,"duplicate"
"811",-0.64326,2.4748,-2.9452,-1.0276,"duplicate"
"812",-0.86339,1.9348,-2.3729,-1.0897,"duplicate"
"813",-2.0659,1.0512,-0.46298,-1.0974,"duplicate"
"814",-2.1333,1.5685,-0.084261,-1.7453,"duplicate"
"815",-1.2568,-1.4733,2.8718,0.44653,"duplicate"
"816",-3.1128,-6.841,10.7402,-1.0172,"duplicate"
"817",-4.8554,-5.9037,10.9818,-0.82199,"duplicate"
"818",-2.588,3.8654,-0.3336,-1.2797,"duplicate"
"819",0.24394,1.4733,-1.4192,-0.58535,"duplicate"
"820",-1.5322,-5.0966,6.6779,0.17498,"duplicate"
"821",-4.0025,-13.4979,17.6772,-3.3202,"duplicate"
"822",-4.0173,-8.3123,12.4547,-1.4375,"duplicate"
"823",-3.0731,-0.53181,2.3877,0.77627,"duplicate"
"824",-1.979,3.2301,-1.3575,-2.5819,"duplicate"
"825",-0.4294,-0.14693,0.044265,-0.15605,"duplicate"
"826",-2.234,-7.0314,7.4936,0.61334,"duplicate"
"827",-4.211,-12.4736,14.9704,-1.3884,"duplicate"
"828",-3.8073,-8.0971,10.1772,0.65084,"duplicate"
"829",-2.5912,-0.10554,1.2798,1.0414,"duplicate"
"830",-2.2482,3.0915,-2.3969,-2.6711,"duplicate"
"831",-1.4427,3.2922,-1.9702,-3.4392,"duplicate"
"832",-0.39416,-0.020702,-0.066267,-0.44699,"duplicate"
"833",-1.522,-6.6383,5.7491,-0.10691,"duplicate"
"834",-2.8267,-9.0407,9.0694,-0.98233,"duplicate"
"835",-1.7263,-6.0237,5.2419,0.29524,"duplicate"
"836",-0.94255,0.039307,-0.24192,0.31593,"duplicate"
"837",-0.89569,3.0025,-3.6067,-3.4457,"duplicate"
"838",-6.2815,6.6651,0.52581,-7.0107,"duplicate"
"839",-2.3211,3.166,-1.0002,-2.7151,"duplicate"
"840",-1.3414,-2.0776,2.8093,0.60688,"duplicate"
"841",-2.258,-9.3263,9.3727,-0.85949,"duplicate"
"842",-3.8858,-12.8461,12.7957,-3.1353,"duplicate"
"843",-1.8969,-6.7893,5.2761,-0.32544,"duplicate"
"844",-0.52645,-0.24832,-0.45613,0.41938,"duplicate"
"845",0.0096613,3.5612,-4.407,-4.4103,"duplicate"
"846",-3.8826,4.898,-0.92311,-5.0801,"duplicate"
"847",-2.1405,-0.16762,1.321,-0.20906,"duplicate"
"848",-2.4824,-7.3046,6.839,-0.59053,"duplicate"
"849",-2.9098,-10.0712,8.4156,-1.9948,"duplicate"
"850",-0.60975,-4.002,1.8471,0.6017,"duplicate"
"851",0.83625,1.1071,-2.4706,-0.062945,"duplicate"
"852",0.60731,3.9544,-4.772,-4.4853,"duplicate"
"853",-4.8861,7.0542,-0.17252,-6.959,"duplicate"
"854",-3.1366,0.42212,2.6225,-0.064238,"duplicate"
"855",-2.5754,-5.6574,6.103,0.65214,"duplicate"
"856",-1.8782,-6.5865,4.8486,-0.021566,"duplicate"
"857",0.24261,0.57318,-1.9402,0.44007,"duplicate"
"858",1.296,4.2855,-4.8457,-2.9013,"duplicate"
"859",0.25943,5.0097,-5.0394,-6.3862,"duplicate"
"860",-5.873,9.1752,-0.27448,-6.0422,"duplicate"
"861",-3.4605,2.6901,0.16165,-1.0224,"duplicate"
"862",-2.3797,-1.4402,1.1273,0.16076,"duplicate"
"863",-1.2424,-1.7175,-0.52553,-0.21036,"duplicate"
"864",0.20216,1.9182,-3.2828,-0.61768,"duplicate"
"865",0.59823,3.5012,-3.9795,-1.7841,"duplicate"
"866",-0.77995,3.2322,-3.282,-3.1004,"duplicate"
"867",-4.1409,3.4619,-0.47841,-3.8879,"duplicate"
"868",-6.5084,8.7696,0.23191,-3.937,"duplicate"
"869",-4.4996,3.4288,0.56265,-1.1672,"duplicate"
"870",-3.3125,0.10139,0.55323,-0.2957,"duplicate"
"871",-1.9423,0.3766,-1.2898,-0.82458,"duplicate"
"872",-0.75793,2.5349,-3.0464,-1.2629,"duplicate"
"873",-0.95403,1.9824,-2.3163,-1.1957,"duplicate"
"874",-2.2173,1.4671,-0.72689,-1.1724,"duplicate"
"875",-2.799,1.9679,-0.42357,-2.1125,"duplicate"
"876",-1.8629,-0.84841,2.5377,0.097399,"duplicate"
"877",-3.5916,-6.2285,10.2389,-1.1543,"duplicate"
"878",-5.1216,-5.3118,10.3846,-1.0612,"duplicate"
"879",-3.2854,4.0372,-0.45356,-1.8228,"duplicate"
"880",-0.56877,1.4174,-1.4252,-1.1246,"duplicate"
"881",-2.3518,-4.8359,6.6479,-0.060358,"duplicate"
"882",-4.4861,-13.2889,17.3087,-3.2194,"duplicate"
"883",-4.3876,-7.7267,11.9655,-1.4543,"duplicate"
"884",-3.3604,-0.32696,2.1324,0.6017,"duplicate"
"885",-1.0112,2.9984,-1.1664,-1.6185,"duplicate"
"886",0.030219,-1.0512,1.4024,0.77369,"duplicate"
"887",-1.6514,-8.4985,9.1122,1.2379,"duplicate"
"888",-3.2692,-12.7406,15.5573,-0.14182,"duplicate"
"889",-2.5701,-6.8452,8.9999,2.1353,"duplicate"
"890",-1.3066,0.25244,0.7623,1.7758,"duplicate"
"891",-1.6637,3.2881,-2.2701,-2.2224,"duplicate"
"892",-0.55008,2.8659,-1.6488,-2.4319,"duplicate"
"893",0.21431,-0.69529,0.87711,0.29653,"duplicate"
"894",-0.77288,-7.4473,6.492,0.36119,"duplicate"
"895",-1.8391,-9.0883,9.2416,-0.10432,"duplicate"
"896",-0.63298,-5.1277,4.5624,1.4797,"duplicate"
"897",0.0040545,0.62905,-0.64121,0.75817,"duplicate"
"898",-0.28696,3.1784,-3.5767,-3.1896,"duplicate"
"899",-5.2406,6.6258,-0.19908,-6.8607,"duplicate"
"900",-1.4446,2.1438,-0.47241,-1.6677,"duplicate"
"901",-0.65767,-2.8018,3.7115,0.99739,"duplicate"
"902",-1.5449,-10.1498,9.6152,-1.2332,"duplicate"
"903",-2.8957,-12.0205,11.9149,-2.7552,"duplicate"
"904",-0.81479,-5.7381,4.3919,0.3211,"duplicate"
"905",0.50225,0.65388,-1.1793,0.39998,"duplicate"
"906",0.74521,3.6357,-4.4044,-4.1414,"duplicate"
"907",-2.9146,4.0537,-0.45699,-4.0327,"duplicate"
"908",-1.3907,-1.3781,2.3055,-0.021566,"duplicate"
"909",-1.786,-8.1157,7.0858,-1.2112,"duplicate"
"910",-1.7322,-9.2828,7.719,-1.7168,"duplicate"
"911",0.55298,-3.4619,1.7048,1.1008,"duplicate"
"912",2.031,1.852,-3.0121,0.003003,"duplicate"
"913",1.2279,4.0309,-4.6435,-3.9125,"duplicate"
"914",-4.2249,6.2699,0.15822,-5.5457,"duplicate"
"915",-2.5346,-0.77392,3.3602,0.00171,"duplicate"
